id,input_matrix,output_matrix,functions
81,"[[0 0 0 0 0 0 0 0]
 [0 0 5 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 4 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0]
 [0 0 5 0 0 0 0 0]
 [0 0 2 2 2 0 0 0]
 [0 0 2 4 2 0 0 0]
 [0 0 2 2 2 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]","['len', 'range', 'append', 'min', 'abs', 'max']"
82,"[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 5 0 0 4 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0]
 [0 0 2 2 2 2 2 0 0 0]
 [0 0 2 2 2 2 2 0 0 0]
 [0 5 2 2 4 2 2 0 0 0]
 [0 0 2 2 2 2 2 0 0 0]
 [0 0 2 2 2 2 2 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","['len', 'range', 'append', 'min', 'abs', 'max']"
83,"[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 5 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 4 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 5 0 0 0 0 0]
 [0 2 2 2 2 2 2 2 0 0 0]
 [0 2 2 2 2 2 2 2 0 0 0]
 [0 2 2 2 2 2 2 2 0 0 0]
 [0 2 2 2 4 2 2 2 0 0 0]
 [0 2 2 2 2 2 2 2 0 0 0]
 [0 2 2 2 2 2 2 2 0 0 0]
 [0 2 2 2 2 2 2 2 0 0 0]]","['len', 'range', 'append', 'min', 'abs', 'max']"
84,"[[0 0 0 0 0 0 5 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 4 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 5 0]
 [0 5 0 0 0 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [5 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 4 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 5 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 5]]","[[0 0 0 0 0 0 5 0 0 0]
 [0 0 2 2 2 0 0 0 0 0]
 [0 0 2 4 2 0 0 0 0 0]
 [0 0 2 2 2 0 0 0 5 0]
 [0 5 0 0 0 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 0 0]
 [0 0 0 0 2 2 2 2 2 0]
 [5 0 0 0 2 2 2 2 2 0]
 [0 0 0 0 2 2 4 2 2 0]
 [0 0 0 0 2 2 2 2 2 0]
 [0 5 0 0 2 2 2 2 2 0]
 [0 0 0 0 0 0 0 0 0 5]]","['len', 'range', 'append', 'min', 'abs', 'max']"
85,"[[3 0 3 0 0 3 3 3 0 3]
 [0 2 2 2 0 0 2 0 2 0]
 [0 2 2 0 0 0 0 2 0 0]
 [0 2 0 8 0 8 8 0 2 0]
 [3 2 2 0 8 8 0 2 2 0]
 [3 0 0 8 0 8 0 2 0 0]
 [0 0 2 8 0 8 8 2 2 0]
 [0 2 2 0 2 2 2 2 2 0]
 [0 0 2 2 2 0 2 0 2 3]
 [3 3 3 0 3 3 3 3 0 3]]","[[3 3 3 3 3 3 3 3 3 3]
 [3 2 2 2 2 2 2 2 2 3]
 [3 2 2 2 2 2 2 2 2 3]
 [3 2 2 8 8 8 8 2 2 3]
 [3 2 2 8 8 8 8 2 2 3]
 [3 2 2 8 8 8 8 2 2 3]
 [3 2 2 8 8 8 8 2 2 3]
 [3 2 2 2 2 2 2 2 2 3]
 [3 2 2 2 2 2 2 2 2 3]
 [3 3 3 3 3 3 3 3 3 3]]","['len', 'range', 'bfs', 'deque', 'popleft', 'append', 'set', 'min', 'max', 'green']"
86,"[[0 0 0 0 0 0 0 0 0 0]
 [0 8 8 0 8 8 8 8 8 0]
 [0 8 2 0 0 0 2 2 0 0]
 [0 0 0 2 0 0 2 0 8 0]
 [0 8 0 2 2 0 0 0 0 0]
 [0 8 2 0 0 0 2 0 8 0]
 [0 8 0 2 0 0 0 0 0 0]
 [0 8 0 0 0 0 0 0 8 0]
 [0 0 8 8 8 0 8 8 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 0]
 [0 8 2 2 2 2 2 2 8 0]
 [0 8 2 2 2 2 2 2 8 0]
 [0 8 2 2 2 2 2 2 8 0]
 [0 8 2 2 2 2 2 2 8 0]
 [0 8 2 2 2 2 2 2 8 0]
 [0 8 2 2 2 2 2 2 8 0]
 [0 8 8 8 8 8 8 8 8 0]
 [0 0 0 0 0 0 0 0 0 0]]","['len', 'range', 'bfs', 'deque', 'popleft', 'append', 'set', 'min', 'max', 'green']"
87,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 2 2 2 5 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 2 0 0]
 [0 0 0 0 2 0 0]
 [0 0 0 0 2 0 0]
 [0 3 3 3 5 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","['ofcolor', 'next', 'iter', 'fill', 'subtract', 'add', 'append']"
88,"[[0 0 0]
 [0 5 2]
 [0 0 0]]","[[0 0 0]
 [0 5 3]
 [0 2 0]]","['ofcolor', 'next', 'iter', 'fill', 'subtract', 'add', 'append']"
89,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 5 0 0]
 [0 0 0 0 2 0 0]
 [0 0 0 0 2 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 2 2 5 0 0]
 [0 0 0 0 3 0 0]
 [0 0 0 0 3 0 0]]","['ofcolor', 'next', 'iter', 'fill', 'subtract', 'add', 'append']"
90,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0]
 [0 0 0 5 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 3 0 0 0]
 [0 0 0 5 2 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","['ofcolor', 'next', 'iter', 'fill', 'subtract', 'add', 'append']"
91,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 2 2 5 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 2 0 0 0]
 [0 0 0 2 0 0 0]
 [0 3 3 5 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","['ofcolor', 'next', 'iter', 'fill', 'subtract', 'add', 'append']"
92,"[[0 0 5 0 0 0 0 0]
 [0 0 5 0 0 0 0 0]
 [0 0 5 0 0 0 0 0]
 [0 0 5 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]","[[8 8 5 6 0 0 0 0]
 [8 8 5 6 0 0 0 0]
 [8 8 5 0 0 0 0 0]
 [8 8 5 0 0 0 0 0]
 [8 8 0 0 0 0 0 0]
 [8 8 0 0 0 0 0 0]
 [8 0 0 0 0 0 0 0]
 [8 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]","['len', 'ofcolor', 'dedupe', 'min', 'max', 'range']"
93,"[[0 0 0 5 0 0 0]
 [0 0 0 5 0 0 0]
 [0 0 0 5 0 0 0]
 [0 0 0 5 0 0 0]
 [0 0 0 5 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[[8 8 8 5 6 6 0]
 [8 8 8 5 6 0 0]
 [8 8 8 5 6 0 0]
 [8 8 8 5 0 0 0]
 [8 8 8 5 0 0 0]
 [8 8 8 0 0 0 0]
 [8 8 8 0 0 0 0]
 [8 8 0 0 0 0 0]
 [8 8 0 0 0 0 0]
 [8 0 0 0 0 0 0]
 [8 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","['len', 'ofcolor', 'dedupe', 'min', 'max', 'range']"
94,"[[0 0 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]","[[8 8 8 8 5 6 6 6]
 [8 8 8 8 5 6 6 0]
 [8 8 8 8 5 6 6 0]
 [8 8 8 8 5 6 0 0]
 [8 8 8 8 5 6 0 0]
 [8 8 8 8 5 0 0 0]
 [8 8 8 8 5 0 0 0]
 [8 8 8 8 0 0 0 0]
 [8 8 8 8 0 0 0 0]
 [8 8 8 0 0 0 0 0]
 [8 8 8 0 0 0 0 0]
 [8 8 0 0 0 0 0 0]
 [8 8 0 0 0 0 0 0]
 [8 0 0 0 0 0 0 0]]","['len', 'ofcolor', 'dedupe', 'min', 'max', 'range']"
95,"[[0 0 0 0 0 0 0 0]
 [0 3 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 3 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0]
 [0 0 0 0 0 2 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 2 0 0]
 [3 3 3 3 3 3 3 3]
 [0 0 0 0 0 2 0 0]
 [0 0 0 0 0 2 0 0]
 [3 3 3 3 3 3 3 3]
 [0 0 0 0 0 2 0 0]
 [1 1 1 1 1 1 1 1]
 [0 0 0 0 0 2 0 0]
 [0 0 0 0 0 2 0 0]
 [0 0 0 0 0 2 0 0]]","['objects', 'ofcolor', 'mapply', 'fill', 'colorfilter', 'difference', 'compose', 'fork', 'paint']"
96,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 3 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]","[[0 0 2 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0]
 [3 3 3 3 3 3 3 3 3]
 [0 0 2 0 0 0 0 0 0]
 [1 1 1 1 1 1 1 1 1]
 [0 0 2 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0]]","['objects', 'ofcolor', 'mapply', 'fill', 'colorfilter', 'difference', 'compose', 'fork', 'paint']"
97,"[[0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 3 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 3 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 2 0]]","[[0 0 0 2 0 0 0 0 0 2 0]
 [1 1 1 1 1 1 1 1 1 1 1]
 [0 0 0 2 0 0 0 0 0 2 0]
 [3 3 3 3 3 3 3 3 3 3 3]
 [0 0 0 2 0 0 0 0 0 2 0]
 [0 0 0 2 0 0 0 0 0 2 0]
 [3 3 3 3 3 3 3 3 3 3 3]
 [0 0 0 2 0 0 0 0 0 2 0]
 [0 0 0 2 0 0 0 0 0 2 0]
 [0 0 0 2 0 0 0 0 0 2 0]]","['objects', 'ofcolor', 'mapply', 'fill', 'colorfilter', 'difference', 'compose', 'fork', 'paint']"
98,"[[2 2 2 2 2 2 2]
 [2 2 2 2 2 2 2]
 [2 2 2 2 2 2 2]
 [2 8 8 8 2 2 8]
 [8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8]
 [8 8 8 5 5 8 8]
 [5 8 5 5 5 5 5]
 [5 5 5 5 5 5 5]]","[[2]
 [8]
 [5]]","['portrait', 'branch', 'x3', 'astuple', 'x2', 'crop', 'apply']"
99,"[[4 4 4 4 4 4 4 2 2 2 2 2 2 2 8 8]
 [4 4 4 4 4 4 4 4 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 4 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 2 2 2 2 2 2 2 8 8 8]
 [4 4 4 4 4 4 2 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 2 2 2 2 2 2 8 8 8]
 [4 4 4 4 4 2 2 2 2 2 2 2 2 2 8 8]
 [4 4 4 4 4 2 2 2 2 2 2 2 2 2 8 8]
 [4 4 4 4 2 2 2 2 2 2 2 2 2 8 8 8]
 [4 4 4 4 2 2 2 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 2 2 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 2 2 2 2 2 2 2 8 8 8]]",[[4 2 8]],"['portrait', 'branch', 'x3', 'astuple', 'x2', 'crop', 'apply']"
100,"[[6 6 6 6 6 6 6 6 6]
 [6 6 4 4 6 6 6 6 6]
 [6 4 4 4 6 4 6 4 4]
 [4 4 4 4 4 4 4 4 4]
 [4 4 4 4 4 4 4 4 4]
 [4 4 4 4 4 4 4 4 4]
 [4 2 2 4 4 4 2 2 4]
 [2 2 2 2 2 2 2 2 2]
 [2 3 2 2 2 2 2 3 3]
 [3 3 3 3 3 3 3 3 3]
 [3 3 3 3 3 3 3 3 3]]","[[6]
 [4]
 [2]
 [3]]","['portrait', 'branch', 'x3', 'astuple', 'x2', 'crop', 'apply']"
101,"[[2 2 2 2 2 2 2]
 [2 2 2 2 2 2 2]
 [2 2 2 2 2 2 2]
 [2 8 8 8 2 2 8]
 [8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8]
 [8 8 8 5 5 8 8]
 [5 8 5 5 5 5 5]
 [5 5 5 5 5 5 5]]","[[2]
 [8]
 [5]]","['portrait', 'branch', 'x3', 'astuple', 'x2', 'crop', 'apply']"
102,"[[4 4 4 4 4 4 4 2 2 2 2 2 2 2 8 8]
 [4 4 4 4 4 4 4 4 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 4 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 2 2 2 2 2 2 2 8 8 8]
 [4 4 4 4 4 4 2 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 4 2 2 2 2 2 2 8 8 8]
 [4 4 4 4 4 2 2 2 2 2 2 2 2 2 8 8]
 [4 4 4 4 4 2 2 2 2 2 2 2 2 2 8 8]
 [4 4 4 4 2 2 2 2 2 2 2 2 2 8 8 8]
 [4 4 4 4 2 2 2 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 2 2 2 2 2 2 2 8 8 8 8]
 [4 4 4 4 4 4 2 2 2 2 2 2 2 8 8 8]]",[[4 2 8]],"['portrait', 'branch', 'x3', 'astuple', 'x2', 'crop', 'apply']"
103,"[[6 6 6 6 6 6 6 6 6]
 [6 6 4 4 6 6 6 6 6]
 [6 4 4 4 6 4 6 4 4]
 [4 4 4 4 4 4 4 4 4]
 [4 4 4 4 4 4 4 4 4]
 [4 4 4 4 4 4 4 4 4]
 [4 2 2 4 4 4 2 2 4]
 [2 2 2 2 2 2 2 2 2]
 [2 3 2 2 2 2 2 3 3]
 [3 3 3 3 3 3 3 3 3]
 [3 3 3 3 3 3 3 3 3]]","[[6]
 [4]
 [2]
 [3]]","['portrait', 'branch', 'x3', 'astuple', 'x2', 'crop', 'apply']"
104,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 7 7 7 7 7 7 7 7 7 7 7 0 0]
 [0 0 0 0 0 0 0 7 7 7 7 7 7 7 7 7 7 7 0 0]
 [0 0 0 0 0 0 0 7 7 7 7 7 7 7 7 7 7 7 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 7 7 7 7 7 7 7 7 7 7 7 0 0]
 [0 0 0 0 0 0 0 7 0 7 0 7 0 7 0 7 0 7 0 0]
 [0 0 0 0 0 0 0 7 7 7 7 7 7 7 7 7 7 7 0 0]]","['objects', 'totuple', 'compose', 'apply', 'papply', 'power', 'fork', 'lbind', 'pair', 'mapply', 'fill']"
105,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0]
 [4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0]
 [4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8 8 8 8 8 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8 8 8 8 8 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8 8 8 8 8 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0]
 [4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0]
 [4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8 8 8 8 8 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8 8 8 8 8 0 0 0 0 0]]","['objects', 'totuple', 'compose', 'apply', 'papply', 'power', 'fork', 'lbind', 'pair', 'mapply', 'fill']"
106,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[1 0 0 8 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 1 0 8 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0]
 [8 8 2 2 2 8 8 4 8 8 4 8 8 4 8 8]
 [0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 8 0 1 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 8 0 0 1 0 0 0 0 0 0 0 0 0]]","['objects', 'extract', 'color', 'shape', 'centerofmass', 'len', 'blue', 'merge', 'apply', 'shoot', 'fill', 'at', 'step', 'and', 'frozenset', 'paint']"
107,"[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 2 2 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","[[1 0 0 0 4 0 0 0 1 0]
 [0 1 0 0 8 0 0 1 0 0]
 [0 0 1 0 8 0 1 0 0 0]
 [0 0 0 1 2 1 0 0 0 0]
 [4 8 8 2 2 2 8 8 4 8]
 [0 0 0 1 2 1 0 0 0 0]
 [0 0 1 0 8 0 1 0 0 0]
 [0 1 0 0 8 0 0 1 0 0]
 [1 0 0 0 4 0 0 0 1 0]
 [0 0 0 0 8 0 0 0 0 1]
 [0 0 0 0 8 0 0 0 0 0]
 [0 0 0 0 4 0 0 0 0 0]]","['objects', 'extract', 'color', 'shape', 'centerofmass', 'len', 'blue', 'merge', 'apply', 'shoot', 'fill', 'at', 'step', 'and', 'frozenset', 'paint']"
108,"[[0 1 1]
 [0 1 1]
 [1 0 0]]",[[3]],"['objects', 'valmax', 'equality', 'branch', 'canvas']"
109,"[[0 8 8]
 [0 8 8]
 [8 0 0]]",[[3]],"['objects', 'valmax', 'equality', 'branch', 'canvas']"
110,"[[0 5 0]
 [5 5 5]
 [0 5 0]]",[[6]],"['objects', 'valmax', 'equality', 'branch', 'canvas']"
111,"[[8 0 8]
 [0 8 0]
 [8 0 8]]",[[2]],"['objects', 'valmax', 'equality', 'branch', 'canvas']"
112,"[[5 0 5]
 [0 5 0]
 [5 0 5]]",[[2]],"['objects', 'valmax', 'equality', 'branch', 'canvas']"
113,"[[4 4 0]
 [4 0 4]
 [0 4 0]]",[[1]],"['objects', 'valmax', 'equality', 'branch', 'canvas']"
114,"[[5 5 0]
 [5 0 5]
 [0 5 0]]",[[1]],"['objects', 'valmax', 'equality', 'branch', 'canvas']"
115,"[[1 1 0 5 0 1 0]
 [0 0 1 5 1 1 1]
 [1 1 0 5 0 1 0]]","[[0 2 0]
 [0 0 2]
 [0 2 0]]","['vmirror', 'lefthalf', 'righthalf', 'cellwise', 'replace']"
116,"[[1 0 0 5 0 1 0]
 [0 1 0 5 1 1 1]
 [1 0 0 5 0 0 0]]","[[0 0 0]
 [0 2 0]
 [0 0 0]]","['vmirror', 'lefthalf', 'righthalf', 'cellwise', 'replace']"
117,"[[0 0 1 5 0 0 0]
 [1 1 0 5 1 0 1]
 [0 1 1 5 1 0 1]]","[[0 0 0]
 [2 0 0]
 [0 0 2]]","['vmirror', 'lefthalf', 'righthalf', 'cellwise', 'replace']"
118,"[[7 7 7]
 [7 2 2]
 [7 7 2]]","[[7 7 7 7 7 7]
 [7 2 2 7 2 2]
 [7 7 2 7 7 2]
 [7 7 7 7 7 7]
 [7 2 2 7 2 2]
 [7 7 2 7 7 2]]","['set', 'add', 'len', 'tuple', 'range', 'vconcat', 'hconcat']"
119,"[[3 4 4]
 [3 3 3]
 [3 4 4]]","[[3 4 4 3 4 4]
 [3 3 3 3 3 3]
 [3 4 4 3 4 4]
 [3 4 4 3 4 4]
 [3 3 3 3 3 3]
 [3 4 4 3 4 4]]","['set', 'add', 'len', 'tuple', 'range', 'vconcat', 'hconcat']"
120,"[[8 2 1]
 [1 8 3]
 [2 1 3]]","[[8 2 1 8 2 1 8 2 1 8 2 1]
 [1 8 3 1 8 3 1 8 3 1 8 3]
 [2 1 3 2 1 3 2 1 3 2 1 3]
 [8 2 1 8 2 1 8 2 1 8 2 1]
 [1 8 3 1 8 3 1 8 3 1 8 3]
 [2 1 3 2 1 3 2 1 3 2 1 3]
 [8 2 1 8 2 1 8 2 1 8 2 1]
 [1 8 3 1 8 3 1 8 3 1 8 3]
 [2 1 3 2 1 3 2 1 3 2 1 3]
 [8 2 1 8 2 1 8 2 1 8 2 1]
 [1 8 3 1 8 3 1 8 3 1 8 3]
 [2 1 3 2 1 3 2 1 3 2 1 3]]","['set', 'add', 'len', 'tuple', 'range', 'vconcat', 'hconcat']"
121,"[[2 3 2]
 [3 3 2]
 [2 2 1]]","[[2 3 2 2 3 2 2 3 2]
 [3 3 2 3 3 2 3 3 2]
 [2 2 1 2 2 1 2 2 1]
 [2 3 2 2 3 2 2 3 2]
 [3 3 2 3 3 2 3 3 2]
 [2 2 1 2 2 1 2 2 1]
 [2 3 2 2 3 2 2 3 2]
 [3 3 2 3 3 2 3 3 2]
 [2 2 1 2 2 1 2 2 1]]","['set', 'add', 'len', 'tuple', 'range', 'vconcat', 'hconcat']"
